rank,finalWorth,personName,age,country,city,industries,selfMade,status,gender,life_expectancy_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,gdp_country,total_tax_rate_country,population_country
679,4100,Peter Spuhler,63.0,Switzerland,Weiningen,Manufacturing,True,D,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
679,4100,Donald Sterling,88.0,United States,Beverly Hills,Real Estate,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
679,4100,Kerry Stokes,82.0,Australia,Perth,Diversified,True,D,M,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
679,4100,Ken Xie,60.0,United States,Los Altos Hills,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
679,4100,Liangzhi Xie & family,57.0,China,Beijing,Healthcare,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
699,4000,Sid Bass,80.0,United States,Fort Worth,Energy,False,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
699,4000,Ben Chestnut,48.0,United States,Atlanta,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
699,4000,Guangchang Guo,56.0,China,Shanghai,Diversified,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
699,4000,Vinod Rai Gupta,77.0,India,Delhi,Manufacturing,False,U,F,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
699,4000,John Henry,73.0,United States,Boca Raton,Sports,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
699,4000,Travis Kalanick,46.0,United States,Los Angeles,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
699,4000,Koon Poh Keong,61.0,Malaysia,Petaling Jaya,Manufacturing,True,D,M,76.0,45.1,105.3,"$364,701,517,788 ",38.7,32447385.0
699,4000,Dan Kurzius,51.0,United States,Atlanta,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
699,4000,Paul Lee,65.0,China,Yuxi,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
699,4000,Tobi Lutke,42.0,Canada,Ottawa,Technology,True,D,M,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
699,4000,Gail Miller,79.0,United States,Salt Lake City,Automotive,True,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
699,4000,Rajan Mittal,63.0,India,Delhi,Telecom,False,Split Family Fortune,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
699,4000,Rakesh Mittal,67.0,India,Delhi,Telecom,False,Split Family Fortune,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
699,4000,Isaac Perlmutter,80.0,United States,Palm Beach,Media & Entertainment,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
699,4000,"Bernard Saul, II.",90.0,United States,Chevy Chase,Finance & Investments,False,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
699,4000,Shaul Shani,68.0,Italy,Milan,Telecom,True,D,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
699,4000,Steven Spielberg,76.0,United States,Pacific Palisades,Media & Entertainment,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
699,4000,Jerzy Starak,75.0,Poland,Konstancin,Healthcare,True,E,M,77.6,67.8,100.0,"$592,164,400,688 ",40.8,37970874.0
699,4000,Torbjorn Tornqvist,69.0,Switzerland,Geneva,Energy,True,U,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
699,4000,Rufino Vigil Gonzalez,74.0,Mexico,Mexico City,Metals & Mining,True,U,M,75.0,40.2,105.8,"$1,258,286,717,125 ",55.1,126014024.0
699,4000,Zhang Daocai,73.0,China,Shaoxing,Diversified,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
721,3900,Juergen Blickle,76.0,Germany,Bruchsal,Manufacturing,False,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
721,3900,"Austen Cargill, II.",72.0,United States,Livingston,Food & Beverage,False,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
721,3900,"James Cargill, II.",73.0,United States,Birchwood,Food & Beverage,False,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
721,3900,Vanich Chaiyawan,91.0,Thailand,Bangkok,Finance & Investments,True,U,M,76.9,49.3,99.8,"$543,649,976,166 ",29.5,69625582.0
721,3900,Chen Dongsheng,65.0,China,Beijing,Finance & Investments,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
721,3900,Mong-Koo Chung,85.0,South Korea,Seoul,Automotive,False,D,M,82.6,94.3,98.1,"$2,029,000,000,000 ",33.2,51709098.0
721,3900,Giuseppe De'Longhi & family,83.0,Italy,Treviso,Fashion & Retail,False,D,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
721,3900,Guenther Fielmann & family,83.0,Germany,Hamburg,Healthcare,True,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
721,3900,W. Herbert Hunt,94.0,United States,Dallas,Energy,False,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
721,3900,James Irsay,63.0,United States,Carmel,Sports,False,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
721,3900,Marianne Liebmann,69.0,United States,Bozeman,Food & Beverage,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
721,3900,Jorge Moll Filho & family,78.0,Brazil,Rio de Janeiro,Healthcare,True,D,M,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
721,3900,Fernando Roberto Moreira Salles,76.0,Brazil,Sao Paulo,Diversified,False,U,M,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
721,3900,Pedro Moreira Salles,63.0,Brazil,Sao Paulo,Diversified,False,U,M,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
721,3900,Gabe Newell,60.0,United States,Seattle,Gambling & Casinos,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
721,3900,Alfred Oetker,56.0,Germany,Bielefeld,Fashion & Retail,False,U,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
721,3900,Carl Ferdinand Oetker,50.0,Germany,Bielefeld,Fashion & Retail,False,U,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
721,3900,Julia Oetker,44.0,Germany,Bielefeld,Fashion & Retail,False,U,F,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
721,3900,Ruan Hongliang & family,62.0,China,Jiaxing,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
721,3900,Mark Stevens,63.0,United States,Steamboat Springs,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
721,3900,Nusli Wadia,79.0,India,Mumbai,Food & Beverage,False,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
721,3900,Wu Yiling,73.0,China,Shijiazhuang,Healthcare,True,E,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
721,3900,Yu Renrong,57.0,China,Ningbo,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
721,3900,Zhu Baoguo & family,60.0,China,Shenzhen,Healthcare,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
748,3800,Rahul Bhatia,63.0,India,Delhi,Service,False,Split Family Fortune,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
748,3800,Francesco Gaetano Caltagirone,80.0,Italy,Rome,Construction & Engineering,True,D,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
748,3800,Barry Diller,81.0,United States,New York,Media & Entertainment,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Wesley Edens,61.0,United States,New York,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Stephen Feinberg,63.0,United States,New York,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Rakesh Gangwal,69.0,United States,Miami,Service,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Joseph Grendys,61.0,United States,Chicago,Food & Beverage,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Martha Ingram & family,87.0,United States,Nashville,Media & Entertainment,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Li Xiang,41.0,China,Beijing,Automotive,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
748,3800,"H. Ross Perot, Jr.",64.0,United States,Dallas,Real Estate,False,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Chandru Raheja,82.0,India,Mumbai,Real Estate,False,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
748,3800,Trevor Rees-Jones,71.0,United States,Dallas,Energy,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Yasumitsu Shigeta,58.0,Japan,Tokyo,Telecom,True,U,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
748,3800,Su Qingcan,54.0,China,Xiamen,Healthcare,True,N,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
748,3800,Steven Udvar-Hazy,77.0,United States,Westlake,Service,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Elizabeth Uihlein,77.0,United States,Lake Forest,Manufacturing,True,N,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
748,3800,Richard Uihlein,77.0,United States,Lake Forest,Manufacturing,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Hayes Barnard,51.0,United States,Austin,Finance & Investments,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,William Berkley,76.0,United States,Coconut Grove,Finance & Investments,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Charles Cohen,71.0,United States,New York,Real Estate,False,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Yakir Gabay,56.0,United Kingdom,London,Real Estate,True,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
766,3700,Huang Li,59.0,China,Wuhan,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
766,3700,Brad Jacobs,66.0,United States,Greenwich,Logistics,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Ji Qi,56.0,China,Shanghai,Real Estate,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
766,3700,Jason Jiang,50.0,China,Shanghai,Media & Entertainment,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
766,3700,Jim Kavanaugh,60.0,United States,St. Louis,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Richard LeFrak & family,77.0,United States,New York,Real Estate,False,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Mikhail Lomtadze,47.0,Kazakhstan,Almaty,Finance & Investments,True,U,M,73.2,61.7,104.4,"$180,161,741,180 ",28.4,18513930.0
766,3700,Tom Morris,68.0,United Kingdom,Merseyside,Fashion & Retail,True,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
766,3700,Shigenobu Nagamori,78.0,Japan,Kyoto,Manufacturing,True,D,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
766,3700,Daniel Och,62.0,United States,Miami Beach,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Horst Paulmann & family,88.0,Chile,Santiago,Fashion & Retail,True,U,M,80.0,88.5,101.4,"$282,318,159,745 ",34.0,18952038.0
766,3700,Anthony Pritzker,62.0,United States,Los Angeles,Service,False,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,John Sall,75.0,United States,Cary,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Howard Schultz,69.0,United States,Seattle,Food & Beverage,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Richard Schulze,82.0,United States,Naples,Fashion & Retail,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
766,3700,Yitzhak Tshuva,74.0,Israel,Netanya,Real Estate,True,D,M,82.8,63.4,104.9,"$395,098,666,122 ",25.3,9053300.0
766,3700,Wang Yanqing & family,56.0,China,Wuxi,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
787,3600,Rajiv Bajaj,56.0,India,Pune,Diversified,False,Split Family Fortune,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
787,3600,Sanjiv Bajaj,53.0,India,Pune,Diversified,False,Split Family Fortune,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
787,3600,Leonid Boguslavsky,71.0,Italy,Florence,Finance & Investments,True,D,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
787,3600,Jim Coulter,63.0,United States,San Francisco,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
787,3600,Nicolas D'Ieteren,47.0,Switzerland,Anzere,Automotive,False,N,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
787,3600,Bob Gaglardi,82.0,Canada,Vancouver,Real Estate,True,U,M,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
787,3600,Jaime Gilinski Bacal,65.0,United Kingdom,London,Finance & Investments,False,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
787,3600,Alan Howard,59.0,Switzerland,Geneva,Finance & Investments,True,U,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
787,3600,Huang Yi,61.0,China,Beijing,Automotive,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
787,3600,Peter Kellogg,80.0,United States,Short Hills,Finance & Investments,False,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
787,3600,Vyacheslav Kim,53.0,Kazakhstan,Almaty,Finance & Investments,True,U,M,73.2,61.7,104.4,"$180,161,741,180 ",28.4,18513930.0
787,3600,Josh Kushner,37.0,United States,New York City,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
787,3600,"Stephen Mandel, Jr.",67.0,United States,Greenwich,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
787,3600,Mohamed Mansour,75.0,United Kingdom,London,Diversified,True,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
787,3600,Masahiro Miki,67.0,Japan,Tokyo,Fashion & Retail,True,U,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
787,3600,Masahiro Noda,84.0,Japan,Tokyo,Technology,True,U,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
787,3600,Cliff Obrecht,37.0,Australia,Sydney,Technology,True,D,M,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
787,3600,Melanie Perkins,35.0,Australia,Sydney,Technology,True,D,F,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
787,3600,J.B. Pritzker,58.0,United States,Springfield,Finance & Investments,False,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
787,3600,Juan Roig,73.0,Spain,Valencia,Fashion & Retail,False,D,M,83.3,88.9,102.7,"$1,394,116,310,769 ",47.0,47076781.0
787,3600,Jerry Speyer & family,82.0,United States,New York,Real Estate,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
787,3600,Lawrence Stroll,63.0,Switzerland,Geneva,Fashion & Retail,True,U,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
787,3600,Wang Junlin,60.0,China,Chengdu,Food & Beverage,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
787,3600,Xia Zuoquan,61.0,China,Shenzhen,Automotive,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
787,3600,Zeng Fangqin,57.0,China,Shenzhen,Technology,True,D,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
787,3600,Zhang Jian,54.0,China,Tianjin,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
818,3500,Rocco Basilico,33.0,United States,Los Angeles,Fashion & Retail,False,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
818,3500,Maurizio Billi,65.0,Brazil,Sao Paulo,Healthcare,False,U,M,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
818,3500,Fashu Chen,62.0,China,Fuzhou,Finance & Investments,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
818,3500,Giuseppe Crippa & family,87.0,Italy,Cernusco Lombardone,Manufacturing,True,U,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
818,3500,Daniel D'Aniello,76.0,United States,Vienna,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
818,3500,Claudio Del Vecchio,66.0,United States,Muttontown,Fashion & Retail,False,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
818,3500,Clemente Del Vecchio,18.0,Italy,Milan,Fashion & Retail,False,N,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
818,3500,Leonardo Maria Del Vecchio,27.0,Italy,Milan,Fashion & Retail,False,N,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
818,3500,Luca Del Vecchio,21.0,Italy,Milan,Fashion & Retail,False,N,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
818,3500,Marisa Del Vecchio,64.0,Italy,Rome,Fashion & Retail,False,N,F,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
818,3500,Paola Del Vecchio,61.0,Luxembourg,Luxembourg,Fashion & Retail,False,N,F,82.1,19.2,102.3,"$71,104,919,108 ",20.4,645397.0
818,3500,Walter P.J. Droege,70.0,Germany,Dusseldorf,Finance & Investments,True,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
818,3500,Fan Daidi,57.0,China,Xian,Fashion & Retail,True,N,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
818,3500,Peter Gassner,58.0,United States,Pleasanton,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
818,3500,Mikhail Gutseriev,65.0,Russia,Moscow,Energy,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
818,3500,Leng Youbin,54.0,China,Beijing,Food & Beverage,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
818,3500,Daniel Loeb,61.0,United States,New York,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
818,3500,Margarita Louis-Dreyfus & family,60.0,Switzerland,Davos,Food & Beverage,False,D,F,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
818,3500,Prasert Prasarttong-Osoth,90.0,Thailand,Bangkok,Healthcare,True,U,M,76.9,49.3,99.8,"$543,649,976,166 ",29.5,69625582.0
818,3500,Ira Rennert,88.0,United States,New York,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
818,3500,Dirk Rossmann & family,76.0,Germany,Lower-Saxony,Fashion & Retail,True,U,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
818,3500,Arkady Rotenberg,71.0,Russia,Moscow,Construction & Engineering,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
818,3500,Remo Ruffini,61.0,Italy,Como,Fashion & Retail,True,U,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
818,3500,Vivek Chaand Sehgal,66.0,India,Delhi,Automotive,True,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
818,3500,Scott Shleifer,45.0,United States,New York,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
818,3500,Thomas Siebel,70.0,United States,Woodside,Technology,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
818,3500,Wim van der Leegte & family,75.0,Netherlands,Eindhoven,Manufacturing,False,U,M,81.8,85.0,104.2,"$909,070,395,161 ",41.2,17332850.0
818,3500,Xiao Yongming & family,58.0,China,Beijing,Diversified,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
818,3500,Michael Xie,54.0,United States,Los Altos Hills,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
818,3500,Yang Shaopeng,65.0,China,Qingdao,Logistics,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
818,3500,Barry Zekelman,56.0,Canada,Windsor,Manufacturing,False,U,M,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
852,3400,William Ackman,56.0,United States,New York,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
852,3400,Somphote Ahunai,55.0,Thailand,Bangkok,Energy,True,D,M,76.9,49.3,99.8,"$543,649,976,166 ",29.5,69625582.0
852,3400,Igor Altushkin,52.0,Russia,Yekaterinburg,Metals & Mining,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
852,3400,Ramon Ang,69.0,Philippines,Manila,Food & Beverage,True,U,M,71.1,35.5,107.5,"$376,795,508,680 ",43.1,108116615.0
852,3400,Acharya Balkrishna,50.0,India,Haridwar,Food & Beverage,True,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
852,3400,Markus Blocher,52.0,Switzerland,Wilen bei Wollerau,Manufacturing,False,U,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
852,3400,Cho Jung-ho,64.0,South Korea,Seoul,Finance & Investments,False,U,M,82.6,94.3,98.1,"$2,029,000,000,000 ",33.2,51709098.0
852,3400,Alessandra Garavoglia,63.0,Italy,Milan,Food & Beverage,False,U,F,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
852,3400,Laurence Graff & family,84.0,Switzerland,Gstaad,Fashion & Retail,True,E,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
852,3400,"Amos Hostetter, Jr.",86.0,United States,Boston,Media & Entertainment,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
852,3400,Robert Johnson,75.0,United States,Palm Beach,Sports,False,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
852,3400,Steven Klinsky,66.0,United States,New York,Finance & Investments,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
852,3400,William Lauder,62.0,United States,New York,Fashion & Retail,False,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
852,3400,John Middleton,68.0,United States,Bryn Mawr,Food & Beverage,False,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
852,3400,Hiroshi Mikitani,58.0,Japan,Tokyo,Fashion & Retail,True,D,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
852,3400,Bob Parsons,72.0,United States,Scottsdale,Technology,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
852,3400,J. Joe Ricketts & family,81.0,United States,Little Jackson Hole,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
852,3400,Herb Simon,88.0,United States,Indianapolis,Real Estate,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
852,3400,Leena Tewari,65.0,India,Mumbai,Healthcare,False,D,F,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
852,3400,Stefan von Holtzbrinck,59.0,Germany,Stuttgart,Media & Entertainment,False,U,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
852,3400,Hans Peter Wild,81.0,Switzerland,Zug,Food & Beverage,False,D,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
852,3400,Wu Guanjiang & family,54.0,China,Chongqing,Healthcare,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
